sn117 1.97596390825e-11
sn118 4.98661805103e-11
sn119 2.08607665611e-11
sn120 6.53075403871e-11
sn122 1.3561174513e-11
sn124 2.36868286702e-11
sb121 1.46873234559e-11
sb123 1.44460638287e-11
te120 1.76245331421e-13
te122 4.79740600618e-12
te123 1.68721577479e-12
te124 9.0216388836e-12
te125 3.31561926203e-11
te126 7.4631217539e-11
te128 1.70121747964e-10
te130 1.88704225457e-10
i127 1.22920442907e-10
xe124 2.84060808463e-13
xe126 2.50291049017e-13
xe128 5.02497221533e-12
xe129 1.73333729831e-10
xe130 1.00030503839e-11
xe131 1.35856332419e-10
xe132 1.4001706831e-10
xe134 6.30073365802e-11
xe136 5.34632206071e-11
cs133 4.08469603136e-11
ba130 2.00566025695e-13
ba132 1.94797553635e-13
ba134 1.68258986895e-12
ba135 2.72993759978e-11
ba136 5.54850703444e-12
ba137 2.77369744626e-11
ba138 8.85334194146e-11
la138 1.88136691404e-14
la139 2.28142044315e-11
ce136 9.73305941139e-14
ce138 1.32741933669e-13
ce140 3.01684708638e-11
ce142 1.41881525966e-11
pr141 1.23882188437e-11
nd142 3.81992306128e-12
nd143 9.68632749557e-12
nd144 1.47852834851e-11
nd145 7.57590204935e-12
nd146 8.52885089065e-12
nd148 5.54182076492e-12
nd150 6.579413964e-12
sm144 3.83902830276e-13
sm147 4.28708735986e-12
sm148 5.1345577064e-13
sm149 4.4605406907e-12
sm150 3.39999002415e-13
sm152 7.9187416356e-12
sm154 8.30518079235e-12
eu151 6.17843492061e-12
eu153 6.84018358926e-12
gd152 1.95659059203e-14
gd154 1.40479134903e-13
gd155 7.17052857459e-12
gd156 8.91434270708e-12
gd157 7.31361824648e-12
gd158 9.74781199516e-12
gd160 1.14685665911e-11
tb159 8.5498288902e-12
dy156 1.1503953395e-14
dy158 1.97659051526e-14
dy160 1.74821654729e-13
dy161 1.07407586672e-11
dy162 1.31772474723e-11
dy163 1.44504538574e-11
dy164 1.37515535175e-11
ho165 1.27957355909e-11
er162 1.92151182875e-14
er164 1.17321433803e-13
er166 1.14720915338e-11
er167 8.42118680271e-12
er168 8.117064527e-12
er170 5.41954854163e-12
tm169 5.59199853768e-12
yb168 1.7311412556e-14
yb170 1.51056101755e-13
yb171 4.65282046891e-12
yb172 5.47718362693e-12
yb173 5.02731109751e-12
yb174 6.20660644148e-12
yb176 4.98076005574e-12
lu175 5.00991661425e-12
lu176 2.19530492846e-14
hf174 1.43385984339e-14
hf176 1.65946906464e-13
hf177 4.01850036422e-12
hf178 3.50737178241e-12
hf179 2.27776564906e-12
hf180 2.2700559759e-12
ta180 1.51965437853e-16
ta181 2.113851749e-12
w180 9.64511620181e-15
w182 2.87779194901e-12
w183 1.65205744481e-12
w184 2.35702746174e-12
w186 3.31157117522e-12
re185 2.64957008837e-12
re187 5.83256313068e-12
os184 8.08457766772e-15
os186 2.34134231589e-13
os187 3.88177627864e-13
os188 1.16894949362e-11
os189 1.83581843813e-11
os190 2.7372039718e-11
os192 4.74887577101e-11
ir191 4.30793467813e-11
ir193 7.36521687398e-11
pt190 1.08483919553e-14
pt192 3.06296948409e-13
pt194 7.07434413428e-11
pt195 7.54614289834e-11
pt196 5.16492518379e-11
pt198 1.65567878495e-11
au197 3.33042201386e-11
hg196 4.49511037508e-14
hg198 1.05096163074e-12
hg199 1.06682030159e-11
hg200 7.95881643721e-12
hg201 6.19531643123e-12
hg202 6.72565464868e-12
hg204 5.35258133363e-12
tl203 3.10673933122e-12
tl205 1.15775765011e-11
pb204 3.66351408788e-10
pb206 2.30828737127e-09
pb207 2.2856181096e-09
pb208 4.87140994706e-09
bi209 7.04817896601e-11
th232 9.34558345406e-12
u234 1.04964486702e-16
u235 1.2440139318e-12
u238 3.92786549441e-12
